Activity ID,Pillar,Age Group,Category,Category Description,Topic Number,Topic,Activity Name,Objective,Explanation,Age,Estimated Time,Hashtags,Materials,Steps,Skills,Activity Type,Difficulty Level,Parent Involvement
play-creativity-toddler-1-3-exploring-musical-instruments-4,Play & Creativity,Toddler (1-3),Exploring Musical Instruments,Build rhythm and gross motor coordination,4,Musical Parade,Musical Parade,Combine movement and sound creation,March around the house playing instruments as a parade.,2-3 yrs,10 min,#ToddlerParade;#MarchAndPlay,Various instruments;Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us),Give each child an instrument;March and play around room;Stop and go to add fun;Use materials from our activity kit;Follow our step-by-step guide;Track progress on our tracking sheet;Return materials when activity is complete,Movement and music;Parade coordination;Group play;Material management;Progress tracking;Resource sharing,Creative,Beginner,High
play-creativity-toddler-1-3-exploring-musical-instruments-5,Play & Creativity,Toddler (1-3),Exploring Musical Instruments,Build rhythm and gross motor coordination,5,Name That Instrument,Name That Instrument,Associate instruments with sound identity,Play instrument sounds and ask the child to guess or name the instrument.,2.5-3 yrs,10 min,#InstrumentSounds;#GuessTheMusic,Various instruments;Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us),Play each instrument sound;Ask child 'Which one is this?';Show instrument after guess and play again;Use materials from our activity kit;Follow our step-by-step guide;Track progress on our tracking sheet;Return materials when activity is complete,Sound identification;Instrument recognition;Musical vocabulary;Material management;Progress tracking;Resource sharing,Creative,Beginner,High
play-creativity-preschooler-3-5-imaginative-play-with-dolls-1,Play & Creativity,Preschooler (3-5),Imaginative Play with Dolls,Build social-emotional understanding via role play,1,Doll Family Adventure,Doll Family Adventure,Build social-emotional understanding via role play,"Use dolls to mimic family routines, helping the child express relationships.",3-5 yrs,15-20 min,#DollPlay;#PretendFamily;#EmotionalGrowth,Doll family set;Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us),Set up a doll family;Roleplay morning routine;Talk about feelings: 'Is the doll happy or sad?';Use materials from our activity kit;Follow our step-by-step guide;Track progress on our tracking sheet;Return materials when activity is complete,Social-emotional understanding;Role play;Family relationships;Material management;Progress tracking;Resource sharing,Creative,Intermediate,Medium
play-creativity-preschooler-3-5-imaginative-play-with-dolls-2,Play & Creativity,Preschooler (3-5),Imaginative Play with Dolls,Build social-emotional understanding via role play,2,Hospital for Dolls,Hospital for Dolls,Practice empathy and care-taking,Create a pretend hospital and care for 'injured' dolls.,3-5 yrs,15 min,#PretendDoctor;#EmpathyDevelopment,Bandages;Toy stethoscope;Dolls;Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us),Use bandages/toy stethoscope;Examine and comfort dolls;Describe what the doll needs to heal;Use materials from our activity kit;Follow our step-by-step guide;Track progress on our tracking sheet;Return materials when activity is complete,Empathy;Care-taking;Medical role play;Material management;Progress tracking;Resource sharing,Creative,Intermediate,Medium
play-creativity-preschooler-3-5-imaginative-play-with-dolls-3,Play & Creativity,Preschooler (3-5),Imaginative Play with Dolls,Build social-emotional understanding via role play,3,Dress-Up Fashion Show,Dress-Up Fashion Show,Encourage creativity and fine motor practice,Let kids dress up dolls and host a mini fashion show.,3-5 yrs,20 min,#FashionPlay;#FineMotor;#CreativeKids,Doll clothes;Dolls;Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us),Provide doll clothes;Change outfits;Host 'runway walk' while describing each outfit;Use materials from our activity kit;Follow our step-by-step guide;Track progress on our tracking sheet;Return materials when activity is complete,Creativity;Fine motor practice;Fashion awareness;Material management;Progress tracking;Resource sharing,Creative,Intermediate,Medium
play-creativity-preschooler-3-5-imaginative-play-with-dolls-4,Play & Creativity,Preschooler (3-5),Imaginative Play with Dolls,Build social-emotional understanding via role play,4,Dollhouse Stories,Dollhouse Stories,Boost vocabulary and narrative skills,Use a dollhouse to create short scenes and tell mini stories.,3-5 yrs,20 min,#DollhouseTales;#LanguageSkills,Dollhouse;Doll furniture;Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us),Set up dollhouse rooms;Create a scenario like 'dinner time';Act and narrate what each doll is doing;Use materials from our activity kit;Follow our step-by-step guide;Track progress on our tracking sheet;Return materials when activity is complete,Vocabulary;Narrative skills;Storytelling;Material management;Progress tracking;Resource sharing,Creative,Intermediate,Medium
play-creativity-preschooler-3-5-imaginative-play-with-dolls-5,Play & Creativity,Preschooler (3-5),Imaginative Play with Dolls,Build social-emotional understanding via role play,5,Puppet Doll Drama,Puppet Doll Drama,Spark creativity and storytelling,Use hand or sock dolls to act out a mini story or moral.,3-5 yrs,15 min,#SockDolls;#Storytelling,Hand or sock puppets;Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us),Create simple sock puppets;Make a story about friendship;Let child invent alternate endings;Use materials from our activity kit;Follow our step-by-step guide;Track progress on our tracking sheet;Return materials when activity is complete,Creativity;Storytelling;Moral understanding;Material management;Progress tracking;Resource sharing,Creative,Intermediate,Medium
play-creativity-preschooler-3-5-simple-crafting-6,Play & Creativity,Preschooler (3-5),Simple Crafting,Promote self-expression through crafts,6,Paper Plate Masks,Paper Plate Masks,Promote self-expression through crafts,Use paper plates and art supplies to create expressive masks.,3-5 yrs,15-20 min,#MaskMaking;#CreativePreschool,Paper plates;Crayons;Feathers;Glue;Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us),"Cut eye holes in paper plate;Use crayons, feathers, etc.;Let child wear and roleplay;Use materials from our activity kit;Follow our step-by-step guide;Track progress on our tracking sheet;Return materials when activity is complete",Self-expression;Crafting;Role play;Material management;Progress tracking;Resource sharing,Cognitive,Intermediate,Medium
play-creativity-preschooler-3-5-simple-crafting-7,Play & Creativity,Preschooler (3-5),Simple Crafting,Promote self-expression through crafts,7,Pasta Necklace Making,Pasta Necklace Making,Strengthen fine motor skills and color sorting,Use dyed pasta and string to make necklaces.,3-5 yrs,15 min,#FineMotor;#DIYJewelry,Dyed pasta;String;Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us),Dye pasta with food color;Show how to thread onto string;Encourage pattern making;Use materials from our activity kit;Follow our step-by-step guide;Track progress on our tracking sheet;Return materials when activity is complete,Fine motor skills;Color sorting;Pattern making;Material management;Progress tracking;Resource sharing,Cognitive,Intermediate,Medium
play-creativity-preschooler-3-5-simple-crafting-8,Play & Creativity,Preschooler (3-5),Simple Crafting,Promote self-expression through crafts,8,Handprint Art,Handprint Art,Encourage sensory creativity and personal expression,Use painted handprints to make animals or flowers.,3-5 yrs,10-15 min,#HandArt;#MessyFun,Paint;Paper;Markers;Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us),"Paint hands with safe colors;Stamp onto paper;Add eyes, stems, etc., with markers;Use materials from our activity kit;Follow our step-by-step guide;Track progress on our tracking sheet;Return materials when activity is complete",Sensory creativity;Personal expression;Art techniques;Material management;Progress tracking;Resource sharing,Cognitive,Intermediate,Medium
play-creativity-preschooler-3-5-simple-crafting-9,Play & Creativity,Preschooler (3-5),Simple Crafting,Promote self-expression through crafts,9,Recycled Robot Craft,Recycled Robot Craft,Introduce sustainability and creative construction,Use boxes and bottle caps to make a robot.,4-5 yrs,20-25 min,#EcoCrafts;#RobotMaking,Cardboard;Bottle caps;Glue;Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us),Collect cardboard and caps;Help glue parts;Decorate and name the robot;Use materials from our activity kit;Follow our step-by-step guide;Track progress on our tracking sheet;Return materials when activity is complete,Sustainability;Creative construction;Recycling awareness;Material management;Progress tracking;Resource sharing,Cognitive,Intermediate,Medium
play-creativity-preschooler-3-5-simple-crafting-10,Play & Creativity,Preschooler (3-5),Simple Crafting,Promote self-expression through crafts,10,Nature Collage,Nature Collage,Explore nature and spatial awareness,"Collect leaves, petals, and arrange into art on paper.",3-5 yrs,15-20 min,#NatureArt;#OutdoorLearning,Leaves;Petals;Paper;Glue;Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us),"Go on nature walk;Collect textures (leaves, petals);Glue onto paper to form a collage;Use materials from our activity kit;Follow our step-by-step guide;Track progress on our tracking sheet;Return materials when activity is complete",Nature exploration;Spatial awareness;Collage art;Material management;Progress tracking;Resource sharing,Cognitive,Intermediate,Medium
play-creativity-preschooler-3-5-role-playing-games-11,Play & Creativity,Preschooler (3-5),Role-playing Games,Introduce communication and basic writing,11,Post Office Play,Post Office Play,Introduce communication and basic writing,Pretend to write and deliver letters.,4-5 yrs,20 min,#LetterPlay;#RoleLearning,Small paper;Envelopes;Pencils;Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us),Provide small paper/envelopes;'Write' letters with drawings;Deliver them to rooms/family;Use materials from our activity kit;Follow our step-by-step guide;Track progress on our tracking sheet;Return materials when activity is complete,Communication;Basic writing;Role play;Material management;Progress tracking;Resource sharing,Cognitive,Intermediate,Medium
play-creativity-preschooler-3-5-role-playing-games-12,Play & Creativity,Preschooler (3-5),Role-playing Games,Introduce communication and basic writing,12,Firefighter Roleplay,Firefighter Roleplay,Teach about safety and responsibility,Act as firefighters putting out imaginary fires.,3-5 yrs,15 min,#HeroPlay;#SafetyLearning,Red cap;Water spray bottle;Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us),Use red cap and water spray bottle;'Rescue' toys;Talk about fire safety;Use materials from our activity kit;Follow our step-by-step guide;Track progress on our tracking sheet;Return materials when activity is complete,Safety awareness;Responsibility;Hero role play;Material management;Progress tracking;Resource sharing,Cognitive,Intermediate,Medium
