Activity ID,Pillar,Age Group,Difficulty Level,Activity Type,Category,Category Description,Topic Number,Topic,Activity Name,Objective,Explanation,Age,Estimated Time,Setup Time,Supervision Level,Materials,Additional Information,Steps,Skills,Hashtags,Kit Materials,General Instructions,Last Updated,Feedback,Updated By,Last Synced,Materials at Home,Materials to Buy for Kit
cognitive-skills-infant-0-1-visual-tracking-and-focus-5,Cognitive Skills,Infant (0-1),Beginner,Cognitive,Visual Tracking & Focus,Develop visual attention and tracking abilities through hands-on activities,5,Light and Shadow Exploration,Light and Shadow Exploration,Develop visual discrimination and curiosity through light play,Use flashlight to create shadows and light patterns for visual stimulation and curiosity development. Develop visual discrimination and curiosity through light play.,3-12 months,10 min,5-10 min,High,Child-safe flashlight; Colorful transparent objects; White wall or surface,Cognitive development kit; Learning progress tracker; Skill assessment tools,"Choose a good time when baby is calm and alert; Set up the activity in a safe, comfortable space; Let baby explore the materials at their own pace; Stay close and watch for safety; Talk to them about what they're experiencing; Clean up when they show signs of being done","Visual discrimination, Curiosity, Light awareness, Tracking skills, Learning assessment","#VisualDiscrimination, #LightPlay, #ShadowFun",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Child-safe flashlight (supplied by us); Colorful transparent objects (supplied by us); White wall or surface (available at home); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us)
cognitive-skills-infant-0-1-cause-and-effect-learning-1,Cognitive Skills,Infant (0-1),Beginner,Cognitive,Cause and Effect Learning,Understand that actions have consequences through hands-on experiments,1,Rattle Shake Response,Rattle Shake Response,Learn that shaking creates sound through interactive play,"Help baby understand that their actions (shaking) create sounds and effects, building cause-and-effect understanding. Learn that shaking creates sound through interactive play.",2-8 months,5-10 min,5-10 min,High,Baby-safe rattle; Different textured rattles,Soft Soft play mat; Cushions; Cognitive development kit; Learning progress tracker; Skill assessment tools,"Choose a good time when baby is calm and alert; Set up the activity in a safe, comfortable space; Let baby explore the materials at their own pace; Stay close and watch for safety; Talk to them about what they're experiencing; Clean up when they show signs of being done","Cause and effect, Sound recognition, Motor control, Hand-eye coordination, Learning assessment","#CauseAndEffect, #SoundResponse, #RattlePlay",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Soft play mat (available at home),Baby-safe rattle (supplied by us); Different textured rattles (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us)
cognitive-skills-infant-0-1-cause-and-effect-learning-2,Cognitive Skills,Infant (0-1),Beginner,Cognitive,Cause and Effect Learning,Understand that actions have consequences through hands-on experiments,2,Button Press Discovery,Button Press Discovery,Understand that pressing creates results through interactive toys,"Use toys with buttons that make sounds or light up when pressed, teaching cause-and-effect relationships. Understand that pressing creates results through interactive toys.",4-12 months,10-15 min,5-10 min,High,Interactive button toys; Musical instruments,Soft play area; Cognitive development kit; Learning progress tracker; Skill assessment tools,"Choose a good time when baby is calm and alert; Set up the activity in a safe, comfortable space; Let baby explore the materials at their own pace; Stay close and watch for safety; Talk to them about what they're experiencing; Clean up when they show signs of being done","Button pressing, Action understanding, Success recognition, Fine motor skills, Learning assessment","#ButtonPressing, #ActionResponse, #ToyInteraction",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Soft play area (available at home),Interactive button toys (supplied by us); Musical instruments (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us)
cognitive-skills-infant-0-1-cause-and-effect-learning-3,Cognitive Skills,Infant (0-1),Beginner,Cognitive,Cause and Effect Learning,Understand that actions have consequences through hands-on experiments,3,Drop and Retrieve Game,Drop and Retrieve Game,Learn about gravity and object behavior through hands-on exploration,"Drop soft objects and watch them fall, then help baby retrieve them, teaching about gravity. Learn about gravity and object behavior through hands-on exploration.",6-12 months,10 min,5-10 min,High,Soft balls of different sizes; Soft toys,Soft Soft play mat; Cushions; Cognitive development kit; Learning progress tracker; Skill assessment tools,"Choose a good time when baby is calm and alert; Set up the activity in a safe, comfortable space; Let baby explore the materials at their own pace; Stay close and watch for safety; Talk to them about what they're experiencing; Clean up when they show signs of being done","Gravity understanding, Object behavior, Retrieval skills, Hand-eye coordination, Learning assessment","#GravityLearning, #ObjectBehavior, #DropAndRetrieve",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Soft play mat (available at home),Soft balls of different sizes (supplied by us); Soft toys (available at home); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us)
cognitive-skills-infant-0-1-cause-and-effect-learning-4,Cognitive Skills,Infant (0-1),Beginner,Cognitive,Cause and Effect Learning,Understand that actions have consequences through hands-on experiments,4,Water Splash Discovery,Water Splash Discovery,Explore cause and effect with water through supervised play,"Let baby splash in water and discover the effects of their actions, building cause-and-effect understanding. Explore cause and effect with water through supervised play.",6-12 months,10-15 min,5-10 min,High,Shallow water container; Soft towels,Water-safe toys; Cognitive development kit; Learning progress tracker; Skill assessment tools,"Choose a good time when baby is calm and alert; Set up the activity in a safe, comfortable space; Let baby explore the materials at their own pace; Stay close and watch for safety; Talk to them about what they're experiencing; Clean up when they show signs of being done","Water exploration, Splash effects, Motor coordination, Sensory development, Learning assessment","#WaterPlay, #SplashDiscovery, #ActionEffects",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Shallow water container (supplied by us); Soft towels (available at home),Water-safe toys (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us)
cognitive-skills-infant-0-1-cause-and-effect-learning-5,Cognitive Skills,Infant (0-1),Beginner,Cognitive,Cause and Effect Learning,Understand that actions have consequences through hands-on experiments,5,Musical Instrument Response,Musical Instrument Response,Connect actions with musical sounds through instrument play,"Use simple musical instruments to show that hitting or shaking creates music, building cause-and-effect understanding. Connect actions with musical sounds through instrument play.",4-12 months,10 min,5-10 min,High,Baby-safe musical instruments; Simple rhythm instruments,Soft Soft play mat; Cushions; Cognitive development kit; Learning progress tracker; Skill assessment tools,"Choose a good time when baby is calm and alert; Set up the activity in a safe, comfortable space; Let baby explore the materials at their own pace; Stay close and watch for safety; Talk to them about what they're experiencing; Clean up when they show signs of being done","Musical response, Sound creation, Instrument interaction, Rhythm awareness, Learning assessment","#MusicalResponse, #SoundCreation, #InstrumentPlay",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Soft play mat (available at home),Baby-safe musical instruments (supplied by us); Simple rhythm instruments (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us)
cognitive-skills-infant-0-1-memory-development-1,Cognitive Skills,Infant (0-1),Beginner,,Memory Development,Build early memory and recognition skills through engaging activities,1,Familiar Face Recognition Game,Familiar Face Recognition Game,Develop recognition of familiar people through photo play,Help baby recognize and respond to familiar faces through repeated exposure and interactive photo games. Develop recognition of familiar people through photo play.,2-12 months,5-10 min,5-10 min,High,Family photos in safe frames; Baby-safe mirror; Photo album,Cognitive development kit; Learning progress tracker; Skill assessment tools,"Choose a good time when baby is calm and alert; Set up the activity in a safe, comfortable space; Let baby explore the materials at their own pace; Stay close and watch for safety; Talk to them about what they're experiencing; Clean up when they show signs of being done","Face recognition, Familiarity, Memory development, Social connection, Learning assessment","#FaceRecognition, #FamiliarPeople, #MemoryBuilding",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Baby-safe mirror (supplied by us),Family photos in safe frames (available at home); Photo album (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us)
cognitive-skills-infant-0-1-memory-development-2,Cognitive Skills,Infant (0-1),Beginner,,Memory Development,Build early memory and recognition skills through engaging activities,2,Routine Memory Building,Routine Memory Building,Remember daily routines and sequences through consistent practice,"Establish consistent routines to help baby remember and anticipate what comes next, building memory and. Remember daily routines and sequences through consistent practice.",3-12 months,Throughout day,5-10 min,High,Daily routine items; Consistent schedule; Routine cards,Cognitive development kit; Learning progress tracker; Skill assessment tools,"Choose a good time when baby is calm and alert; Set up the activity in a safe, comfortable space; Let baby explore the materials at their own pace; Stay close and watch for safety; Talk to them about what they're experiencing; Clean up when they show signs of being done","Routine memory, Sequence learning, Anticipation, Predictability, Learning assessment","#RoutineMemory, #SequenceLearning, #DailyRoutines",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Daily routine items (available at home); Consistent schedule (available at home); Routine cards (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us)
cognitive-skills-infant-0-1-memory-development-3,Cognitive Skills,Infant (0-1),Beginner,,Memory Development,Build early memory and recognition skills through engaging activities,3,Hidden Object Memory Game,Hidden Object Memory Game,Remember where objects are hidden through interactive play,"Hide favorite toys in predictable places and help baby remember where to find them, building. Remember where objects are hidden through interactive play.",6-12 months,10 min,5-10 min,High,Baby's favorite toys; Soft hiding spots; Colorful scarves,Cognitive development kit; Learning progress tracker; Skill assessment tools,"Choose a good time when baby is calm and alert; Set up the activity in a safe, comfortable space; Let baby explore the materials at their own pace; Stay close and watch for safety; Talk to them about what they're experiencing; Clean up when they show signs of being done","Location memory, Object permanence, Search skills, Problem solving, Learning assessment","#HiddenObjects, #LocationMemory, #ToyHunting",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Baby's favorite toys (available at home); Soft hiding spots (available at home); Colorful scarves (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us)
cognitive-skills-infant-0-1-memory-development-4,Cognitive Skills,Infant (0-1),Beginner,,Memory Development,Build early memory and recognition skills through engaging activities,4,Song and Rhyme Repetition,Song and Rhyme Repetition,Build memory through repetition and rhythm,"Repeat favorite songs and rhymes to help baby remember and anticipate words, building memory and. Build memory through repetition and rhythm.",3-12 months,10-15 min,5-10 min,High,Familiar songs and rhymes; Musical instruments; Rhythm tools,Cognitive development kit; Learning progress tracker; Skill assessment tools,"Choose a good time when baby is calm and alert; Set up the activity in a safe, comfortable space; Let baby explore the materials at their own pace; Stay close and watch for safety; Talk to them about what they're experiencing; Clean up when they show signs of being done","Musical memory, Rhyme recognition, Anticipation, Language development, Learning assessment","#SongRepetition, #RhymeMemory, #MusicalMemory",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Familiar songs and rhymes (available at home); Musical instruments (supplied by us); Rhythm tools (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us)
cognitive-skills-infant-0-1-memory-development-5,Cognitive Skills,Infant (0-1),Beginner,,Memory Development,Build early memory and recognition skills through engaging activities,5,Familiar Object Recognition,Familiar Object Recognition,Recognize and remember favorite objects through interactive play,"Help baby recognize and remember their favorite toys and objects, building memory and recognition skills. Recognize and remember favorite objects through interactive play.",4-12 months,10 min,5-10 min,High,Baby's favorite toys; Familiar objects; Recognition games,Cognitive development kit; Learning progress tracker; Skill assessment tools,"Choose a good time when baby is calm and alert; Set up the activity in a safe, comfortable space; Let baby explore the materials at their own pace; Stay close and watch for safety; Talk to them about what they're experiencing; Clean up when they show signs of being done","Object recognition, Familiarity, Choice making, Memory development, Learning assessment","#ObjectRecognition, #FavoriteToys, #MemoryBuilding",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Baby's favorite toys (available at home); Familiar objects (available at home); Recognition games (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us)
cognitive-skills-infant-0-1-problem-solving-basics-1,Cognitive Skills,Infant (0-1),Beginner,Cognitive,Problem Solving Basics,Develop early problem-solving and decision-making skills through hands-on challenges,1,Obstacle Navigation Challenge,Obstacle Navigation Challenge,Learn to navigate around obstacles through guided play,"Create simple obstacles for baby to navigate around or over, building problem-solving and movement skills. Learn to navigate around obstacles through guided play.",6-12 months,10-15 min,5-10 min,High,Safe obstacle course materials,Soft pillows and cushions; Soft Soft play mat; Cushions; Cognitive development kit; Learning progress tracker; Skill assessment tools,"Choose a good time when baby is calm and alert; Set up the activity in a safe, comfortable space; Let baby explore the materials at their own pace; Stay close and watch for safety; Talk to them about what they're experiencing; Clean up when they show signs of being done","Obstacle navigation, Problem solving, Movement planning, Spatial awareness, Learning assessment","#ObstacleNavigation, #ProblemSolving, #MovementSkills",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Soft pillows and cushions (available at home); Soft play mat (available at home); Safe obstacle course materials (supplied by us),Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us)
cognitive-skills-infant-0-1-problem-solving-basics-2,Cognitive Skills,Infant (0-1),Beginner,Cognitive,Problem Solving Basics,Develop early problem-solving and decision-making skills through hands-on challenges,2,Container Opening Challenge,Container Opening Challenge,Learn to open containers and lids through guided practice,"Provide containers with lids for baby to practice opening and closing, building fine motor skills. Learn to open containers and lids through guided practice.",8-12 months,10-15 min,5-10 min,High,Containers with different lids; Small toys to put inside; Safe opening tools,Cognitive development kit; Learning progress tracker; Skill assessment tools,"Choose a good time when baby is calm and alert; Set up the activity in a safe, comfortable space; Let baby explore the materials at their own pace; Stay close and watch for safety; Talk to them about what they're experiencing; Clean up when they show signs of being done","Container opening, Lid manipulation, Fine motor skills, Problem solving, Learning assessment","#ContainerOpening, #LidRemoval, #FineMotorSkills",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Containers with different lids (supplied by us),Small toys to put inside (available at home); Safe opening tools (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us)
cognitive-skills-infant-0-1-problem-solving-basics-3,Cognitive Skills,Infant (0-1),Beginner,Cognitive,Problem Solving Basics,Develop early problem-solving and decision-making skills through hands-on challenges,3,Shape Fitting Practice,Shape Fitting Practice,Learn to fit shapes into matching holes through guided play,"Use simple shape sorters to help baby learn shape recognition and fitting, building spatial and. Learn to fit shapes into matching holes through guided play.",9-12 months,15 min,5-10 min,High,Simple shape sorter; Basic shapes,Soft Soft play mat; Cushions; Cognitive development kit; Learning progress tracker; Skill assessment tools,"Choose a good time when baby is calm and alert; Set up the activity in a safe, comfortable space; Let baby explore the materials at their own pace; Stay close and watch for safety; Talk to them about what they're experiencing; Clean up when they show signs of being done","Shape recognition, Spatial fitting, Problem solving, Hand-eye coordination, Learning assessment","#ShapeFitting, #ShapeRecognition, #SpatialSkills",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Soft play mat (available at home),Simple shape sorter (supplied by us); Basic shapes (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us)
cognitive-skills-infant-0-1-problem-solving-basics-4,Cognitive Skills,Infant (0-1),Beginner,Cognitive,Problem Solving Basics,Develop early problem-solving and decision-making skills through hands-on challenges,4,Stacking and Building Challenge,Stacking and Building Challenge,Learn to stack objects and build structures through guided play,"Provide blocks or cups for baby to practice stacking and building, developing spatial skills and. Learn to stack objects and build structures through guided play.",8-12 months,15 min,5-10 min,High,Soft blocks of different sizes; Stacking cups,Soft Soft play mat; Cushions; Cognitive development kit; Learning progress tracker; Skill assessment tools,"Choose a good time when baby is calm and alert; Set up the activity in a safe, comfortable space; Let baby explore the materials at their own pace; Stay close and watch for safety; Talk to them about what they're experiencing; Clean up when they show signs of being done","Stacking skills, Building, Spatial understanding, Problem solving, Learning assessment","#Stacking, #Building, #SpatialSkills",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Stacking cups (supplied by us); Soft play mat (available at home),Soft blocks of different sizes (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us)
cognitive-skills-infant-0-1-problem-solving-basics-5,Cognitive Skills,Infant (0-1),Beginner,Cognitive,Problem Solving Basics,Develop early problem-solving and decision-making skills through hands-on challenges,5,Choice Making Practice,Choice Making Practice,Learn to make simple choices between options through guided decision-making,"Present baby with two options and let them choose, building decision-making skills and independence. Learn to make simple choices between options through guided decision-making.",6-12 months,10 min,5-10 min,High,Two different toys; Two different foods; Choice presentation tools,Cognitive development kit; Learning progress tracker; Skill assessment tools,"Choose a good time when baby is calm and alert; Set up the activity in a safe, comfortable space; Let baby explore the materials at their own pace; Stay close and watch for safety; Talk to them about what they're experiencing; Clean up when they show signs of being done","Choice making, Decision skills, Preference expression, Independence, Learning assessment","#ChoiceMaking, #DecisionSkills, #PreferenceLearning",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Two different toys (available at home); Two different foods (available at home); Choice presentation tools (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us)
