Activity ID,Pillar,Age Group,Difficulty Level,Activity Type,Category,Category Description,Topic Number,Activity Name,Objective,Explanation,Estimated Time,Setup Time,Supervision Level,Materials,Additional Information,Steps,Skills,Hashtags,Kit Materials,General Instructions,Last Updated,Feedback,Updated By,Last Synced,Materials at Home,Materials to Buy for Kit,Corrections Needed,Validation Score
play-creativity-toddler-1-3-pretend-play-5,Play & Creativity,Toddler (1-3),Beginner,Creative,Pretend Play,"Simple imaginative play activities that encourage creativity, social skills, and language development through role-playing and make-believe scenarios.",5,Amazing Grocery Store Game,Develop decision-making and categorization,Pretend shopping game using plastic fruits/vegetables and play money. Develop decision-making and categorization.,10-15 min,5-10 min,High,Plastic fruits/vegetables; Play money; Basket,,1. Set up a pretend grocery store with empty food containers; 2. Give them a small shopping cart or basket; 3. Let them 'shop' for different items; 4. Pretend to be the cashier and help them 'pay'; 5. Talk about different foods and healthy choices; 6. Clean up the grocery store when shopping is done,"Decision-making, Categorization, Social interaction","#PretendShopping, #ToddlerChoices",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Supervise grocery store game activity. Let toddler explore at their own pace. Encourage but don't force participation. Keep it fun and engaging.,2025-09-27,,Tharun,2025-09-27 11:12:02,1. Plastic fruits/vegetables,1. Play money [Product Link: TBD]; 2. Basket [Product Link: TBD],,100/100 (A+)
play-creativity-toddler-1-3-building-with-blocks-1,Play & Creativity,Toddler (1-3),Beginner,Physical,Building With Blocks,"Basic construction and stacking activities that develop fine motor skills, spatial awareness, and problem-solving through hands-on building experiences.",1,Amazing Tower Challenge,Improve hand-eye coordination and balance,Build tall towers and practice stacking and toppling. Improve hand-eye coordination and balance.,10 min,5-10 min,High,Different sized blocks,Safe toys; Soft play area,"1. Set up tower challenge in a safe, accessible area; 2. Show your toddler how to start the activity; 3. Let them explore and experiment freely; 4. Join in the play and follow their lead; 5. Celebrate their discoveries and efforts","Hand-eye coordination, Balance, Problem solving","#BlockPlay, #StackingFun, #MotorSkills",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Supervise tower challenge activity. Let toddler explore at their own pace. Encourage but don't force participation. Keep it fun and engaging.,2025-09-27,,Tharun,2025-09-27 11:12:02,,1. Different sized blocks [Product Link: TBD],,85/100 (A)
play-creativity-toddler-1-3-building-with-blocks-2,Play & Creativity,Toddler (1-3),Beginner,Physical,Building With Blocks,"Basic construction and stacking activities that develop fine motor skills, spatial awareness, and problem-solving through hands-on building experiences.",2,Amazing Color Sorting Blocks,Practice color recognition and sorting,Have blocks of different colors and sort them into piles or cups. Practice color recognition and sorting.,10-15 min,5-10 min,High,Colored cups; Matching blocks,,"1. Gather blocks or toys in different colors; 2. Show them how to group items by color; 3. Let them sort the items into different color piles; 4. Talk about the colors: 'This is red, this is blue'; 5. Praise their sorting efforts; 6. Help them put the items away when finished","Color recognition, Sorting, Early math","#ColorSorting, #EarlyMathSkills",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Supervise color sorting blocks activity. Let toddler explore at their own pace. Encourage but don't force participation. Keep it fun and engaging.,2025-09-27,,Tharun,2025-09-27 11:12:02,1. Colored cups; 2. Matching blocks,,,100/100 (A+)
play-creativity-toddler-1-3-building-with-blocks-3,Play & Creativity,Toddler (1-3),Beginner,Physical,Building With Blocks,"Basic construction and stacking activities that develop fine motor skills, spatial awareness, and problem-solving through hands-on building experiences.",3,Amazing Build-a-Zoo,Encourage imaginative play through structure making,Use animal toys and blocks to create a zoo with enclosures. Encourage imaginative play through structure making.,15 min,5-10 min,High,Toy animals; Building blocks,,1. Gather blocks and toy animals; 2. Show them how to build simple enclosures for the animals; 3. Let them create their own zoo layout; 4. Talk about different animals and where they live; 5. Let them play with the animals in their zoo; 6. Help clean up the zoo when playtime is over,"Imaginative play, Structure building, Animal knowledge","#CreativeBuilding, #ToddlerZoo",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Supervise build-a-zoo activity. Let toddler explore at their own pace. Encourage but don't force participation. Keep it fun and engaging.,2025-09-27,,Tharun,2025-09-27 11:12:02,1. Toy animals,1. Building blocks [Product Link: TBD],,100/100 (A+)
play-creativity-toddler-1-3-building-with-blocks-4,Play & Creativity,Toddler (1-3),Beginner,Physical,Building With Blocks,"Basic construction and stacking activities that develop fine motor skills, spatial awareness, and problem-solving through hands-on building experiences.",4,Amazing Shape Towers,Recognize basic geometric shapes,Build towers using shape-specific blocks and name them aloud. Recognize basic geometric shapes.,10 min,5-10 min,High,"Triangle, square, and circle blocks",Safe toys; Soft play area,"1. Gather blocks in different shapes (circles, squares, triangles); 2. Show them how to stack blocks by shape; 3. Let them build towers using different shaped blocks; 4. Talk about the shapes: 'This is a circle, this is a square'; 5. Let them experiment with different combinations; 6. Help clean up the shape blocks when finished","Shape recognition, Geometry basics, Naming skills","#ShapePlay, #ToddlerGeometry",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Supervise shape towers activity. Let toddler explore at their own pace. Encourage but don't force participation. Keep it fun and engaging.,2025-09-27,,Tharun,2025-09-27 11:12:02,,"1. Triangle, square, and circle blocks [Product Link: TBD]",,85/100 (A)
play-creativity-toddler-1-3-building-with-blocks-5,Play & Creativity,Toddler (1-3),Beginner,Physical,Building With Blocks,"Basic construction and stacking activities that develop fine motor skills, spatial awareness, and problem-solving through hands-on building experiences.",5,Amazing Story Building,Combine storytelling with physical building,Narrate a simple story and build scenes with blocks as the story progresses. Combine storytelling with physical building.,15 min,5-10 min,High,Building blocks,Safe toys; Soft play area,"1. Set up story building in a safe, accessible area; 2. Show your toddler how to start the activity; 3. Let them explore and experiment freely; 4. Join in the play and follow their lead; 5. Celebrate their discoveries and efforts","Storytelling, Sequential building, Imagination","#StoryBlocks, #BuildAndTell",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Supervise story building activity. Let toddler explore at their own pace. Encourage but don't force participation. Keep it fun and engaging.,2025-09-27,,Tharun,2025-09-27 11:12:02,,1. Building blocks [Product Link: TBD],,85/100 (A)
play-creativity-toddler-1-3-drawing-and-scribbling-1,Play & Creativity,Toddler (1-3),Beginner,Creative,Drawing And Scribbling,"Early art activities using large, safe materials that encourage creativity, fine motor development, and self-expression through drawing and mark-making.",1,Amazing Scribble Freestyle,Build hand strength and freedom of expression,Give crayons and paper and allow free drawing. Build hand strength and freedom of expression.,10 min,5-10 min,High,Non-toxic crayons; Paper,,1. Give toddler large crayons and big sheets of paper; 2. Show them how to hold the crayon and make marks; 3. Let them scribble freely without any rules; 4. Comment on their colors and movements; 5. Display their artwork proudly when finished,"Hand strength, Freedom of expression, Fine motor development","#ToddlerArt, #FineMotorDevelopment",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Supervise scribble freestyle activity. Let toddler explore at their own pace. Encourage but don't force participation. Keep it fun and engaging.,2025-09-27,,Tharun,2025-09-27 11:12:02,,1. Non-toxic crayons [Product Link: TBD]; 2. Paper [Product Link: TBD],,100/100 (A+)
play-creativity-toddler-1-3-drawing-and-scribbling-2,Play & Creativity,Toddler (1-3),Beginner,Creative,Drawing And Scribbling,"Early art activities using large, safe materials that encourage creativity, fine motor development, and self-expression through drawing and mark-making.",2,Amazing Color Tracing Lines,Improve pre-writing skills,Draw thick lines and guide toddler to trace them. Improve pre-writing skills.,10-15 min,5-10 min,High,Paper; Crayons,,"1. Draw thick, wavy lines on paper with a dark marker; 2. Give toddler a crayon and show them how to trace; 3. Guide their hand along the line a few times; 4. Let them try tracing on their own; 5. Celebrate their tracing attempts and progress","Pre-writing skills, Line following, Hand control","#TracingPractice, #EarlyWriting",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Supervise color tracing lines activity. Let toddler explore at their own pace. Encourage but don't force participation. Keep it fun and engaging.,2025-09-27,,Tharun,2025-09-27 11:12:02,,1. Paper [Product Link: TBD]; 2. Crayons [Product Link: TBD],,100/100 (A+)
play-creativity-toddler-1-3-drawing-and-scribbling-3,Play & Creativity,Toddler (1-3),Beginner,Creative,Drawing And Scribbling,"Early art activities using large, safe materials that encourage creativity, fine motor development, and self-expression through drawing and mark-making.",3,Amazing Sticker Drawing Fun,Enhance spatial awareness and creativity,Use stickers along with drawing—like creating scenes and placing stickers. Enhance spatial awareness and creativity.,15 min,5-10 min,High,Paper; Stickers; Crayons,,1. Give toddler stickers and a large piece of paper; 2. Show them how to peel and stick stickers; 3. Let them place stickers anywhere they want; 4. Encourage them to draw around the stickers; 5. Talk about their sticker scene and colors,"Spatial awareness, Creativity, Scene building","#StickersAndArt, #CreativeToddlers",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Supervise sticker drawing fun activity. Let toddler explore at their own pace. Encourage but don't force participation. Keep it fun and engaging.,2025-09-27,,Tharun,2025-09-27 11:12:02,,1. Paper [Product Link: TBD]; 2. Stickers [Product Link: TBD]; 3. Crayons [Product Link: TBD],,100/100 (A+)
play-creativity-toddler-1-3-drawing-and-scribbling-4,Play & Creativity,Toddler (1-3),Beginner,Creative,Drawing And Scribbling,"Early art activities using large, safe materials that encourage creativity, fine motor development, and self-expression through drawing and mark-making.",4,Amazing Magic Water Drawing,Explore mess-free creativity,Use reusable water drawing pads for mess-free doodling. Explore mess-free creativity.,10 min,5-10 min,High,Water-drawing mat; Water pen,,1. Fill a shallow tray with water; 2. Give toddler a paintbrush and show them how to 'paint' with water; 3. Let them make water marks on the tray; 4. Show them how the water disappears (evaporates); 5. Let them experiment with different brush strokes,"Mess-free creativity, Water exploration, Color discovery","#WaterArt, #MessFreeArt",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Supervise magic water drawing activity. Let toddler explore at their own pace. Encourage but don't force participation. Keep it fun and engaging.,2025-09-27,,Tharun,2025-09-27 11:12:02,1. Water-drawing mat; 2. Water pen,,,100/100 (A+)
